match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1968574,atp,Washington,hard,semifinal,2,,Jenson Brooksby,USA,188,82,20,130,126,38,8,22,5,114,54,77,39,15.8,2.43,0,1824,Jannik Sinner,Italy,188,76,19,24,17,28,16,16,6,149,83,43,26,-3.53,1.63,1,1910
1968907,atp,Montreal,hard,1. round,2,,Johanna Konta,Great Britain,180,70,30,41,4,8,7,2,4,426,258,209,118,-1.69,-,6,1813,Shuai Zhang,China,177,66,32,51,23,12,15,2,3,517,358,373,225,-3.62,-,1,1762
1968928,atp,Cordenons challenger,clay,final,2,,Martin Etcheverry Tomas,Argentina,196,82,22,148,148,50,20,49,18,210,103,187,88,8.24,-,2,-,Francisco Cerundolo,Argentina,185,78,22,119,112,28,15,25,13,189,74,178,68,-3.48,-,3,1612
1968399,atp,Washington,hard,quarterfinal,2,,Lloyd Harris,RSA,193,80,24,50,50,20,15,14,6,301,146,225,81,8.2,2.42,1,1807,Kei Nishikori,Japan,178,73,31,67,4,22,14,11,6,571,258,284,130,6.65,1.64,1,1831
1968398,atp,Washington,hard,quarterfinal,2,,Denis Kudla,USA,180,79,28,103,53,29,19,12,7,439,319,193,152,3.3,2.86,2,1674,Mackenzie McDonald,USA,178,73,26,107,57,36,17,11,7,241,166,160,105,7.19,1.48,4,1705
1968396,wta,Concord WTA,hard,quarterfinal,2,,Katrina Scott,USA,-,-,17,372,372,9,11,8,6,24,20,22,13,-1.16,2.26,0,-,Magdalena Frech,Poland,-,-,23,153,115,21,13,4,1,315,195,95,58,0.16,1.72,2,1590
1968718,wta,Concord WTA,hard,semifinal,2,,Vera Zvonareva,Russia,172,59,36,86,2,22,12,7,5,557,283,298,146,0.24,1.32,0,1808,Magdalena Frech,Poland,-,-,23,153,115,21,13,4,1,315,195,95,58,0.16,3.65,1,1590
1968497,wta,Concord WTA,hard,semifinal,2,,Madison Brengle,USA,174,60,31,78,35,18,16,7,6,514,384,314,207,0.08,1.53,1,1666,Renata Zarazua,Mexico,160,55,23,137,131,18,15,12,7,287,185,118,81,3.18,2.70,3,1491
1968899,atp,Montreal,hard,1. round,1,,Alison Riske,USA,175,66,31,37,18,3,8,1,3,382,308,195,171,-3.5,-,3,1789,Sorana-Mihaela Cirstea,Romania,176,59,31,40,21,19,11,6,4,483,359,214,160,10.41,-,4,-
1968196,wta,Cluj-Napoca WTA,clay,quarterfinal,2,,Seone Mendez,Australia,-,-,22,269,264,25,13,22,10,209,123,173,80,1.75,3.94,0,1357,Andrea Petkovic,Germany,180,69,33,91,9,17,15,13,8,527,357,226,114,0.65,1.30,1,1720
1968456,wta,Cluj-Napoca WTA,clay,semifinal,2,,Mihaela Buzarnescu,Romania,175,59,33,170,20,19,14,12,5,475,271,260,129,-0.09,1.76,0,1608,Mayar Sherif,Egypt,-,-,25,119,114,21,15,14,7,180,79,107,38,-2.23,2.19,1,1551
1968440,wta,San Jose WTA,hard,quarterfinal,1,,Danielle Collins,USA,178,64,27,36,23,25,9,13,5,177,112,104,72,5.52,2.21,1,-,Elena Rybakina,Kazakhstan,184,73,22,20,17,23,15,11,9,194,91,71,38,-2.92,1.75,0,1895
1968265,wta,San Jose WTA,hard,quarterfinal,1,,Ana Konjuh,Croatia,174,65,23,116,20,34,16,12,4,204,122,67,47,7.52,1.68,3,1758,Shuai Zhang,China,177,66,32,51,23,12,15,2,3,517,358,373,225,-3.62,2.33,0,1762
1968637,wta,Cluj-Napoca WTA,clay,semifinal,1,,Andrea Petkovic,Germany,180,69,33,91,9,17,15,13,8,527,357,226,114,0.65,2.26,1,1720,Alexandra Krunic,Serbia,163,53,28,268,39,20,11,16,7,341,249,160,97,1.99,1.70,0,-
1968864,atp,Toronto - Masters,hard,1. round,2,,Marin Cilic,Croatia,198,89,32,37,3,20,13,4,5,651,346,245,134,-0.93,-,4,1825,Albert Ramos-Vinolas,Spain,188,76,33,48,17,21,19,1,3,682,507,92,100,-0.83,-,3,-
1968906,atp,Montreal,hard,1. round,1,,Cori Gauff,USA,176,59,17,25,23,31,12,11,6,81,39,31,19,9.13,-,0,1945,Anastasija Sevastova,Latvia,169,65,31,63,11,18,16,7,9,488,276,161,115,3.32,-,3,1808
1968903,atp,Montreal,hard,1. round,2,,Fiona Ferro,France,170,56,24,83,39,11,13,3,4,239,186,46,39,-3.34,-,0,1706,Ajla Tomljanovic,Australia,180,67,28,50,39,22,17,6,8,341,258,182,140,2.87,-,3,1775
